Id_cliente,Cliente,Razao_social,Situacao,Criado_em,Atualizado_em,Tipo_de_contrato,Contrato,FMH_Help_Desk,FM_On_Site_SSP,FM_Help_Desk,FM_LABIN,FM_Telefonia,FM_On_Site_Ti,FMH_On_site_Ti,FMH_On_site_SSP,Grupo_cliente,Setor,CEP,Cidade,Estado
476780,Marques da Mota - EI,MARQUES DA MOTA - EI LTDA,Ativo,2024-10-23 15:42:00.000000,2026-03-19 19:30:01.721619,Horas,Sim,40.0,10,5,10,0,5,80.0,0.0,Vendas Diretas,Varejo,76801-000,PORTO VELHO,RO
814572,Jesus e Filhos,JESUS E FILHOS LTDA,Inativo,2025-02-21 20:31:04.000000,2026-03-19 19:30:01.721637,Chamado,Rescindido,80.0,5,0,20,50,10,40.0,80.0,Tecnologia,Servicos,15010-000,SAO JOSE DO RIO PRETO,SP
435460,Camara,CAMARA LTDA,Inativo,2024-05-17 16:44:56.000000,2026-03-19 19:30:01.721655,Horas,Sim,20.0,5,0,10,0,10,10.0,40.0,Escritorios Associados,Contabil,57010-000,MACEIO,AL
418953,Aparecida S/A,APARECIDA S/A LTDA,Inativo,2023-05-02 16:03:23.000000,2026-03-19 19:30:01.721673,Horas,Sim,40.0,20,20,10,0,20,40.0,10.0,Vendas Diretas,Varejo,15010-000,SAO JOSE DO RIO PRETO,SP
260163,Camara Costa S/A,CAMARA COSTA S/A LTDA,Inativo,2023-06-25 14:46:04.000000,2026-03-19 19:30:01.721690,Horas,Rescindido,80.0,20,50,50,5,10,10.0,40.0,Tecnologia,Servicos,56302-000,PETROLINA,PE
783821,Novaes Ltda.,NOVAES LTDA. LTDA,Ativo,2024-09-02 09:59:35.000000,2026-03-19 19:30:01.721708,Chamado,Sim,0.0,5,5,50,5,5,20.0,0.0,Vendas Diretas,Varejo,99010-000,PASSO FUNDO,RS
868045,da Conceicao,DA CONCEICAO LTDA,Ativo,2025-06-05 10:01:29.000000,2026-03-19 19:30:01.721725,Eqpto/Colab,Sim,10.0,20,20,50,20,5,80.0,80.0,Tecnologia,Servicos,69005-000,MANAUS,AM
467189,Peixoto e Filhos,PEIXOTO E FILHOS LTDA,Inativo,2023-06-12 18:26:54.000000,2026-03-19 19:30:01.721743,Eqpto/Colab,Rescindido,10.0,20,10,5,50,20,10.0,10.0,Manufatura Sul,Industria,12209-000,SAO JOSE DOS CAMPOS,SP
130097,Duarte,DUARTE LTDA,Ativo,2025-01-25 19:34:41.000000,2026-03-19 19:30:01.721762,Eqpto/Colab,Não,40.0,5,50,20,5,20,20.0,20.0,Manufatura Sul,Industria,76801-000,PORTO VELHO,RO
796445,Pacheco Araujo - EI,PACHECO ARAUJO - EI LTDA,Ativo,2023-11-10 01:16:00.000000,2026-03-19 19:30:01.721779,Chamado,Não,10.0,10,10,10,10,20,0.0,0.0,Manufatura Sul,Industria,87013-000,MARINGA,PR
601706,Albuquerque - ME,ALBUQUERQUE - ME LTDA,Inativo,2023-06-13 01:48:03.000000,2026-03-19 19:30:01.721799,Eqpto/Colab,Rescindido,20.0,10,5,5,20,10,10.0,10.0,Tecnologia,Servicos,39400-000,MONTES CLAROS,MG
776099,Fernandes Ltda.,FERNANDES LTDA. LTDA,Ativo,2025-08-24 07:06:00.000000,2026-03-19 19:30:01.721817,Chamado,Sim,10.0,5,5,20,10,50,10.0,10.0,Escritorios Associados,Contabil,58400-000,CAMPINA GRANDE,PB
743124,Pereira S/A,PEREIRA S/A LTDA,Ativo,2025-09-20 09:50:30.000000,2026-03-19 19:30:01.721835,Eqpto/Colab,Rescindido,40.0,5,20,0,50,10,20.0,10.0,Tecnologia,Servicos,56302-000,PETROLINA,PE
263104,Moreira Casa Grande - EI,MOREIRA CASA GRANDE - EI LTDA,Ativo,2024-11-23 07:38:14.000000,2026-03-19 19:30:01.721853,Eqpto/Colab,Sim,40.0,50,5,5,20,5,40.0,80.0,Tecnologia,Servicos,87013-000,MARINGA,PR
310717,da Mota Ferreira - EI,DA MOTA FERREIRA - EI LTDA,Ativo,2025-02-02 23:38:47.000000,2026-03-19 19:30:01.721871,Chamado,Sim,80.0,5,50,5,0,50,40.0,40.0,Manufatura Sul,Industria,57010-000,MACEIO,AL
343766,Rocha,ROCHA LTDA,Inativo,2024-02-23 20:27:37.000000,2026-03-19 19:30:01.721888,Eqpto/Colab,Não,20.0,5,0,20,10,20,0.0,80.0,Vendas Diretas,Varejo,36010-000,JUIZ DE FORA,MG
465896,Dias,DIAS LTDA,Inativo,2024-12-09 07:02:52.000000,2026-03-19 19:30:01.721906,Eqpto/Colab,Sim,10.0,50,20,0,50,10,80.0,0.0,Manufatura Sul,Industria,69900-000,RIO BRANCO,AC
530335,Moreira - ME,MOREIRA - ME LTDA,Inativo,2023-05-31 20:08:00.000000,2026-03-19 19:30:01.721927,Chamado,Sim,10.0,0,10,10,20,0,40.0,20.0,Manufatura Sul,Industria,18010-000,SOROCABA,SP
307243,da Rocha,DA ROCHA LTDA,Ativo,2024-12-04 17:10:58.000000,2026-03-19 19:30:01.721947,Eqpto/Colab,Sim,40.0,50,5,10,50,0,10.0,20.0,Escritorios Associados,Contabil,89010-000,BLUMENAU,SC
411305,Melo Ltda.,MELO LTDA. LTDA,Ativo,2024-02-10 12:07:00.000000,2026-03-19 19:30:01.721965,Chamado,Rescindido,0.0,0,0,10,5,20,80.0,20.0,Vendas Diretas,Varejo,24020-000,NITEROI,RJ
242114,Campos Aparecida S/A,CAMPOS APARECIDA S/A LTDA,Inativo,2025-07-01 08:16:25.000000,2026-03-19 19:30:01.721982,Horas,Não,40.0,20,5,20,10,10,40.0,40.0,Manufatura Sul,Industria,99010-000,PASSO FUNDO,RS
312104,Teixeira Ltda.,TEIXEIRA LTDA. LTDA,Ativo,2024-11-03 20:45:17.000000,2026-03-19 19:30:01.722001,Horas,Não,40.0,10,0,0,5,50,80.0,0.0,Escritorios Associados,Contabil,95010-000,CAXIAS DO SUL,RS
503921,da Cruz,DA CRUZ LTDA,Inativo,2024-11-20 07:54:01.000000,2026-03-19 19:30:01.722018,Horas,Rescindido,80.0,10,10,0,50,5,40.0,20.0,Tecnologia,Servicos,69900-000,RIO BRANCO,AC
474756,da Rosa Macedo e Filhos,DA ROSA MACEDO E FILHOS LTDA,Ativo,2023-08-19 03:34:33.000000,2026-03-19 19:30:01.722035,Chamado,Rescindido,10.0,0,20,20,10,0,80.0,0.0,Tecnologia,Servicos,63010-000,JUAZEIRO DO NORTE,CE
480012,Pastor,PASTOR LTDA,Inativo,2025-05-27 20:54:05.000000,2026-03-19 19:30:01.722053,Eqpto/Colab,Sim,0.0,10,10,5,50,5,0.0,80.0,Vendas Diretas,Varejo,29010-000,VITORIA,ES
304232,Garcia,GARCIA LTDA,Ativo,2023-04-21 07:45:43.000000,2026-03-19 19:30:01.722071,Horas,Não,20.0,50,5,50,5,10,10.0,20.0,Tecnologia,Servicos,58400-000,CAMPINA GRANDE,PB
856144,Santos,SANTOS LTDA,Ativo,2024-10-03 18:13:27.000000,2026-03-19 19:30:01.722088,Chamado,Não,10.0,50,10,50,5,10,40.0,10.0,Manufatura Sul,Industria,29010-000,VITORIA,ES
112220,Silveira - EI,SILVEIRA - EI LTDA,Ativo,2023-05-18 23:11:24.000000,2026-03-19 19:30:01.722106,Horas,Não,0.0,10,50,10,0,50,40.0,80.0,Tecnologia,Servicos,77001-000,PALMAS,TO
289205,Cirino,CIRINO LTDA,Ativo,2024-01-01 19:50:10.000000,2026-03-19 19:30:01.722127,Chamado,Não,40.0,10,5,50,50,10,0.0,10.0,Tecnologia,Servicos,80010-000,CURITIBA,PR
318853,Gomes e Filhos,GOMES E FILHOS LTDA,Inativo,2023-11-14 14:30:53.000000,2026-03-19 19:30:01.722145,Horas,Sim,80.0,0,0,50,50,0,10.0,40.0,Vendas Diretas,Varejo,58010-000,JOAO PESSOA,PB
769940,da Costa - ME,DA COSTA - ME LTDA,Inativo,2025-01-23 13:35:50.000000,2026-03-19 19:30:01.722162,Horas,Não,20.0,20,20,10,20,50,40.0,10.0,Escritorios Associados,Contabil,40010-000,SALVADOR,BA
120970,Leao,LEAO LTDA,Ativo,2024-06-05 02:27:42.000000,2026-03-19 19:30:01.722184,Chamado,Não,40.0,20,10,0,10,10,80.0,0.0,Escritorios Associados,Contabil,49010-000,ARACAJU,SE
614243,Castro,CASTRO LTDA,Ativo,2024-04-13 02:46:25.000000,2026-03-19 19:30:01.722202,Chamado,Não,10.0,50,5,50,0,10,10.0,40.0,Tecnologia,Servicos,65010-000,SAO LUIS,MA
